,Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Year,Month
1585,PAYMENT,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Managua,Nicaragua,0.039999999,1,299.980011,Central America,Managua,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,1
1586,PAYMENT,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Managua,Nicaragua,0.25,4,239.9600067,Central America,Managua,Perfect Fitness Perfect Rip Deck,First Class,2015,1
1589,TRANSFER,1,Indoor/Outdoor Games,Broomfield,EE. UU.,Consumer,CO,Fan Shop,LATAM,Managua,Nicaragua,0.129999995,1,49.97999954,Central America,Managua,O'Brien Men's Neoprene Life Vest,First Class,2015,1
1590,TRANSFER,1,Water Sports,Broomfield,EE. UU.,Consumer,CO,Fan Shop,LATAM,Managua,Nicaragua,0.050000001,1,199.9900055,Central America,Managua,Pelican Sunstream 100 Kayak,First Class,2015,1
1591,PAYMENT,4,Water Sports,Amarillo,EE. UU.,Corporate,TX,Fan Shop,LATAM,Bogotá,Colombia,0.039999999,1,199.9900055,South America,Bogotá,Pelican Sunstream 100 Kayak,Standard Class,2015,1
1592,PAYMENT,4,Fishing,Amarillo,EE. UU.,Corporate,TX,Fan Shop,LATAM,Bogotá,Colombia,0.01,1,399.980011,South America,Bogotá,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
1596,CASH,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Bogotá,Colombia,0.07,1,99.98999786,South America,Bogotá,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
1595,CASH,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Bogotá,Colombia,0.01,3,150.0,South America,Bogotá,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1593,CASH,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Bogotá,Colombia,0.129999995,2,199.9799957,South America,Bogotá,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
1594,CASH,4,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Bogotá,Colombia,0.029999999,1,199.9900055,South America,Bogotá,Pelican Sunstream 100 Kayak,Standard Class,2015,1
1597,PAYMENT,2,Cleats,Marietta,EE. UU.,Consumer,GA,Apparel,LATAM,Tegucigalpa,Honduras,0.25,1,59.99000168,Central America,Francisco Morazán,Perfect Fitness Perfect Rip Deck,Second Class,2015,1
1598,TRANSFER,2,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,0.050000001,5,249.8999939,Central America,Francisco Morazán,O'Brien Men's Neoprene Life Vest,Second Class,2015,1
1599,DEBIT,2,Men's Footwear,Santa Cruz,EE. UU.,Corporate,CA,Apparel,LATAM,Tegucigalpa,Honduras,0.01,1,129.9900055,Central America,Francisco Morazán,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,1
1600,DEBIT,2,Cardio Equipment,Santa Cruz,EE. UU.,Corporate,CA,Footwear,LATAM,Tegucigalpa,Honduras,0.01,5,499.9500122,Central America,Francisco Morazán,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,1
1601,DEBIT,2,Men's Footwear,Santa Cruz,EE. UU.,Corporate,CA,Apparel,LATAM,Tegucigalpa,Honduras,0.02,1,129.9900055,Central America,Francisco Morazán,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,1
1605,PAYMENT,1,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Lima,Perú,0.02,1,199.9900055,South America,Lima (ciudad),Pelican Sunstream 100 Kayak,First Class,2015,1
1604,PAYMENT,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Lima,Perú,0.159999996,1,50.0,South America,Lima (ciudad),Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1
1602,PAYMENT,1,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Lima,Perú,0.200000003,4,200.0,South America,Lima (ciudad),Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1
1603,PAYMENT,1,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Lima,Perú,0.0,1,129.9900055,South America,Lima (ciudad),Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,1
1606,TRANSFER,4,Men's Footwear,Miami,EE. UU.,Consumer,FL,Apparel,LATAM,Lima,Perú,0.25,1,129.9900055,South America,Lima (ciudad),Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1607,TRANSFER,4,Indoor/Outdoor Games,Miami,EE. UU.,Consumer,FL,Fan Shop,LATAM,Lima,Perú,0.0,4,199.9199982,South America,Lima (ciudad),O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1608,TRANSFER,4,Cleats,Miami,EE. UU.,Consumer,FL,Apparel,LATAM,Lima,Perú,0.0,5,299.9500122,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
1609,PAYMENT,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Lima,Perú,0.25,4,199.9199982,South America,Lima (ciudad),O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1610,PAYMENT,4,Camping & Hiking,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Lima,Perú,0.029999999,1,299.980011,South America,Lima (ciudad),Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
1611,PAYMENT,4,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Lima,Perú,0.129999995,2,100.0,South America,Lima (ciudad),Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1612,PAYMENT,4,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Lima,Perú,0.129999995,2,119.9800034,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
1613,DEBIT,4,Camping & Hiking,Lancaster,EE. UU.,Consumer,PA,Fan Shop,LATAM,Lima,Perú,0.02,1,299.980011,South America,Lima (ciudad),Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
1614,DEBIT,4,Water Sports,Lancaster,EE. UU.,Consumer,PA,Fan Shop,LATAM,Lima,Perú,0.01,1,199.9900055,South America,Lima (ciudad),Pelican Sunstream 100 Kayak,Standard Class,2015,1
1615,DEBIT,4,Cardio Equipment,Lancaster,EE. UU.,Consumer,PA,Footwear,LATAM,Lima,Perú,0.0,5,499.9500122,South America,Lima (ciudad),Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
1616,DEBIT,4,Women's Apparel,Lancaster,EE. UU.,Consumer,PA,Golf,LATAM,Lima,Perú,0.150000006,1,50.0,South America,Lima (ciudad),Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1620,CASH,4,Camping & Hiking,Irving,EE. UU.,Consumer,TX,Fan Shop,LATAM,Lima,Perú,0.01,1,299.980011,South America,Lima (ciudad),Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
1619,CASH,4,Indoor/Outdoor Games,Irving,EE. UU.,Consumer,TX,Fan Shop,LATAM,Lima,Perú,0.200000003,2,99.95999908,South America,Lima (ciudad),O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1618,CASH,4,Men's Footwear,Irving,EE. UU.,Consumer,TX,Apparel,LATAM,Lima,Perú,0.200000003,1,129.9900055,South America,Lima (ciudad),Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1617,CASH,4,Fishing,Irving,EE. UU.,Consumer,TX,Fan Shop,LATAM,Lima,Perú,0.0,1,399.980011,South America,Lima (ciudad),Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
1621,DEBIT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Lima,Perú,0.119999997,2,119.9800034,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
1622,DEBIT,4,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Lima,Perú,0.129999995,3,179.9700012,South America,Lima (ciudad),Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
1623,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Lima,Perú,0.0,3,150.0,South America,Lima (ciudad),Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1624,DEBIT,4,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Lima,Perú,0.0,3,299.9700012,South America,Lima (ciudad),Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
1625,DEBIT,4,Indoor/Outdoor Games,Philadelphia,EE. UU.,Home Office,PA,Fan Shop,LATAM,Valledupar,Colombia,0.150000006,3,149.9400024,South America,Cesar,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1626,DEBIT,4,Men's Footwear,Philadelphia,EE. UU.,Home Office,PA,Apparel,LATAM,Valledupar,Colombia,0.180000007,1,129.9900055,South America,Cesar,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1627,DEBIT,4,Indoor/Outdoor Games,Philadelphia,EE. UU.,Home Office,PA,Fan Shop,LATAM,Valledupar,Colombia,0.119999997,1,49.97999954,South America,Cesar,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1628,PAYMENT,4,Fishing,Aurora,EE. UU.,Consumer,CO,Fan Shop,LATAM,Córdoba,México,0.25,1,399.980011,Central America,Veracruz,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
1629,PAYMENT,4,Water Sports,Aurora,EE. UU.,Consumer,CO,Fan Shop,LATAM,Córdoba,México,0.0,1,199.9900055,Central America,Veracruz,Pelican Sunstream 100 Kayak,Standard Class,2015,1
1630,DEBIT,4,Women's Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Salvador,Brasil,0.129999995,5,250.0,South America,Bahía,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1631,DEBIT,4,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Salvador,Brasil,0.200000003,1,399.980011,South America,Bahía,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
1633,DEBIT,4,Shop By Sport,Memphis,EE. UU.,Corporate,TN,Golf,LATAM,Salvador,Brasil,0.050000001,4,159.9600067,South America,Bahía,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
1632,DEBIT,4,Men's Footwear,Memphis,EE. UU.,Corporate,TN,Apparel,LATAM,Salvador,Brasil,0.170000002,1,129.9900055,South America,Bahía,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1634,DEBIT,4,Indoor/Outdoor Games,Fairfield,EE. UU.,Home Office,OH,Fan Shop,LATAM,Choluteca,Honduras,0.180000007,2,99.95999908,Central America,Choluteca,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1635,DEBIT,4,Men's Footwear,Fairfield,EE. UU.,Home Office,OH,Apparel,LATAM,Choluteca,Honduras,0.150000006,1,129.9900055,Central America,Choluteca,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1636,DEBIT,4,Fishing,Fairfield,EE. UU.,Home Office,OH,Fan Shop,LATAM,Choluteca,Honduras,0.180000007,1,399.980011,Central America,Choluteca,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
1637,DEBIT,4,Men's Footwear,Fairfield,EE. UU.,Home Office,OH,Apparel,LATAM,Choluteca,Honduras,0.159999996,1,129.9900055,Central America,Choluteca,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1638,TRANSFER,0,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Orizaba,México,0.100000001,2,119.9800034,Central America,Veracruz,Perfect Fitness Perfect Rip Deck,Same Day,2015,1
1639,TRANSFER,0,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Orizaba,México,0.129999995,1,129.9900055,Central America,Veracruz,Nike Men's CJ Elite 2 TD Football Cleat,Same Day,2015,1
1640,TRANSFER,1,Golf Shoes,Tampa,EE. UU.,Consumer,FL,Outdoors,LATAM,Orizaba,México,0.090000004,1,65.0,Central America,Veracruz,LIJA Women's Eyelet Sleeveless Golf Polo,First Class,2015,1
1641,TRANSFER,1,Golf Balls,Tampa,EE. UU.,Consumer,FL,Outdoors,LATAM,Orizaba,México,0.170000002,3,44.97000122,Central America,Veracruz,Hirzl Women's Hybrid Golf Glove,First Class,2015,1
1642,TRANSFER,1,Men's Footwear,Tampa,EE. UU.,Consumer,FL,Apparel,LATAM,Orizaba,México,0.119999997,1,129.9900055,Central America,Veracruz,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,1
1643,TRANSFER,1,Girls' Apparel,Tampa,EE. UU.,Consumer,FL,Golf,LATAM,Orizaba,México,0.050000001,5,199.9499969,Central America,Veracruz,TYR Boys' Team Digi Jammer,First Class,2015,1
1645,TRANSFER,2,Fishing,Kent,EE. UU.,Consumer,WA,Fan Shop,LATAM,Soacha,Colombia,0.170000002,1,399.980011,South America,Cundinamarca,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,1
1644,TRANSFER,2,Cleats,Kent,EE. UU.,Consumer,WA,Apparel,LATAM,Soacha,Colombia,0.090000004,2,119.9800034,South America,Cundinamarca,Perfect Fitness Perfect Rip Deck,Second Class,2015,1
1646,TRANSFER,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,San Salvador,El Salvador,0.129999995,1,50.0,Central America,San Salvador,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1647,TRANSFER,4,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,San Salvador,El Salvador,0.119999997,2,100.0,Central America,San Salvador,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1648,PAYMENT,4,Women's Apparel,Freeport,EE. UU.,Consumer,NY,Golf,LATAM,Sancti Spíritus,Cuba,0.119999997,5,250.0,Caribbean,Sancti Spíritus,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1649,PAYMENT,4,Camping & Hiking,Opelousas,EE. UU.,Consumer,LA,Fan Shop,LATAM,Sancti Spíritus,Cuba,0.0,1,299.980011,Caribbean,Sancti Spíritus,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
1650,PAYMENT,4,Hunting & Shooting,Tustin,EE. UU.,Corporate,CA,Fan Shop,LATAM,Tegucigalpa,Honduras,0.039999999,4,119.9599991,Central America,Francisco Morazán,ENO Atlas Hammock Straps,Standard Class,2015,1
1651,PAYMENT,4,Cardio Equipment,Tustin,EE. UU.,Corporate,CA,Footwear,LATAM,Tegucigalpa,Honduras,0.25,5,499.9500122,Central America,Francisco Morazán,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
1652,DEBIT,4,Camping & Hiking,Winnetka,EE. UU.,Consumer,CA,Fan Shop,LATAM,Tegucigalpa,Honduras,0.25,1,299.980011,Central America,Francisco Morazán,Diamondback Women's Serene Classic Comfort Bi,Standard Class,2015,1
1653,DEBIT,4,Women's Apparel,Winnetka,EE. UU.,Consumer,CA,Golf,LATAM,Tegucigalpa,Honduras,0.25,3,150.0,Central America,Francisco Morazán,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1654,DEBIT,4,Shop By Sport,Winnetka,EE. UU.,Consumer,CA,Golf,LATAM,Tegucigalpa,Honduras,0.039999999,5,199.9499969,Central America,Francisco Morazán,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2015,1
1655,DEBIT,4,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,LATAM,Tegucigalpa,Honduras,0.100000001,1,129.9900055,Central America,Francisco Morazán,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1656,DEBIT,4,Fishing,Caguas,Puerto Rico,Home Office,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,0.159999996,1,399.980011,Central America,Francisco Morazán,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
1657,PAYMENT,4,Cardio Equipment,Lancaster,EE. UU.,Home Office,SC,Footwear,LATAM,Tegucigalpa,Honduras,0.029999999,2,60.0,Central America,Francisco Morazán,Nike Women's Tempo Shorts,Standard Class,2015,1
1658,PAYMENT,4,Fishing,Lancaster,EE. UU.,Home Office,SC,Fan Shop,LATAM,Tegucigalpa,Honduras,0.150000006,1,399.980011,Central America,Francisco Morazán,Field & Stream Sportsman 16 Gun Fire Safe,Standard Class,2015,1
1662,PAYMENT,2,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Tegucigalpa,Honduras,0.090000004,1,129.9900055,Central America,Francisco Morazán,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2015,1
1663,PAYMENT,2,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,LATAM,Tegucigalpa,Honduras,0.200000003,5,499.9500122,Central America,Francisco Morazán,Nike Men's Free 5.0+ Running Shoe,Second Class,2015,1
1661,PAYMENT,2,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Tegucigalpa,Honduras,0.200000003,1,59.99000168,Central America,Francisco Morazán,Perfect Fitness Perfect Rip Deck,Second Class,2015,1
1660,PAYMENT,2,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,Tegucigalpa,Honduras,0.25,5,299.9500122,Central America,Francisco Morazán,Perfect Fitness Perfect Rip Deck,Second Class,2015,1
1659,PAYMENT,2,Fishing,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,Tegucigalpa,Honduras,0.129999995,1,399.980011,Central America,Francisco Morazán,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2015,1
1664,TRANSFER,4,Cardio Equipment,Garden Grove,EE. UU.,Consumer,CA,Footwear,LATAM,Antiguo Cuscatlán,El Salvador,0.180000007,5,499.9500122,Central America,La Libertad,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
1665,CASH,4,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,San Pedro Sula,Honduras,0.039999999,5,249.8999939,Central America,Cortés,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1666,CASH,4,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,LATAM,San Pedro Sula,Honduras,0.07,1,129.9900055,Central America,Cortés,Nike Men's CJ Elite 2 TD Football Cleat,Standard Class,2015,1
1667,DEBIT,1,Men's Footwear,Newark,EE. UU.,Consumer,NJ,Apparel,LATAM,Mérida,México,0.059999999,1,129.9900055,Central America,Yucatán,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,1
1668,PAYMENT,1,Electronics,Mchenry,EE. UU.,Home Office,IL,Outdoors,LATAM,Durango,México,0.129999995,4,127.9599991,Central America,Durango,Bridgestone e6 Straight Distance NFL Carolina,First Class,2015,1
1669,PAYMENT,1,Men's Footwear,Mchenry,EE. UU.,Home Office,IL,Apparel,LATAM,Durango,México,0.050000001,1,129.9900055,Central America,Durango,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,1
1670,PAYMENT,1,Women's Apparel,Mchenry,EE. UU.,Home Office,IL,Golf,LATAM,Durango,México,0.200000003,3,150.0,Central America,Durango,Nike Men's Dri-FIT Victory Golf Polo,First Class,2015,1
1671,PAYMENT,1,Cardio Equipment,Mchenry,EE. UU.,Home Office,IL,Footwear,LATAM,Durango,México,0.01,4,399.9599915,Central America,Durango,Nike Men's Free 5.0+ Running Shoe,First Class,2015,1
1672,PAYMENT,1,Indoor/Outdoor Games,Mchenry,EE. UU.,Home Office,IL,Fan Shop,LATAM,Durango,México,0.100000001,1,49.97999954,Central America,Durango,O'Brien Men's Neoprene Life Vest,First Class,2015,1
1677,DEBIT,4,Indoor/Outdoor Games,Fort Worth,EE. UU.,Consumer,TX,Fan Shop,LATAM,Quetzaltenango,Guatemala,0.170000002,2,99.95999908,Central America,Quezaltenango,O'Brien Men's Neoprene Life Vest,Standard Class,2015,1
1675,DEBIT,4,Women's Apparel,Fort Worth,EE. UU.,Consumer,TX,Golf,LATAM,Quetzaltenango,Guatemala,0.180000007,4,200.0,Central America,Quezaltenango,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,2015,1
1676,DEBIT,4,Cleats,Fort Worth,EE. UU.,Consumer,TX,Apparel,LATAM,Quetzaltenango,Guatemala,0.200000003,4,239.9600067,Central America,Quezaltenango,Perfect Fitness Perfect Rip Deck,Standard Class,2015,1
1673,DEBIT,4,Electronics,Fort Worth,EE. UU.,Consumer,TX,Outdoors,LATAM,Quetzaltenango,Guatemala,0.029999999,3,155.9700012,Central America,Quezaltenango,Titleist Pro V1x High Numbers Personalized Go,Standard Class,2015,1
1674,DEBIT,4,Cardio Equipment,Fort Worth,EE. UU.,Consumer,TX,Footwear,LATAM,Quetzaltenango,Guatemala,0.119999997,2,199.9799957,Central America,Quezaltenango,Nike Men's Free 5.0+ Running Shoe,Standard Class,2015,1
1678,CASH,0,Men's Footwear,Corona,EE. UU.,Consumer,CA,Apparel,LATAM,Soyapango,El Salvador,0.039999999,1,129.9900055,Central America,San Salvador,Nike Men's CJ Elite 2 TD Football Cleat,Same Day,2015,1
1679,CASH,0,Cleats,Corona,EE. UU.,Consumer,CA,Apparel,LATAM,Soyapango,El Salvador,0.180000007,1,59.99000168,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Same Day,2015,1
1680,CASH,0,Cardio Equipment,Corona,EE. UU.,Consumer,CA,Footwear,LATAM,Soyapango,El Salvador,0.100000001,2,199.9799957,Central America,San Salvador,Nike Men's Free 5.0+ Running Shoe,Same Day,2015,1
1681,CASH,0,Water Sports,Corona,EE. UU.,Consumer,CA,Fan Shop,LATAM,Soyapango,El Salvador,0.25,1,199.9900055,Central America,San Salvador,Pelican Sunstream 100 Kayak,Same Day,2015,1
1682,DEBIT,0,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Apopa,El Salvador,0.119999997,1,399.980011,Central America,San Salvador,Field & Stream Sportsman 16 Gun Fire Safe,Same Day,2015,1
1683,DEBIT,0,Electronics,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Apopa,El Salvador,0.170000002,2,63.97999954,Central America,San Salvador,Under Armour Women's Ignite PIP VI Slide,Same Day,2015,1
1684,DEBIT,0,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Apopa,El Salvador,0.200000003,1,199.9900055,Central America,San Salvador,Pelican Sunstream 100 Kayak,Same Day,2015,1
1685,TRANSFER,1,Hockey,Caguas,Puerto Rico,Consumer,PR,Fitness,LATAM,Apopa,El Salvador,0.029999999,3,75.0,Central America,San Salvador,Nike Women's Legend V-Neck T-Shirt,First Class,2015,1
1686,PAYMENT,1,Cleats,Charlotte,EE. UU.,Consumer,NC,Apparel,LATAM,Tipitapa,Nicaragua,0.07,2,119.9800034,Central America,Managua,Perfect Fitness Perfect Rip Deck,First Class,2015,1
1687,PAYMENT,1,Men's Footwear,Charlotte,EE. UU.,Consumer,NC,Apparel,LATAM,Tipitapa,Nicaragua,0.029999999,1,129.9900055,Central America,Managua,Nike Men's CJ Elite 2 TD Football Cleat,First Class,2015,1
1688,PAYMENT,1,Cleats,Martinez,EE. UU.,Corporate,CA,Apparel,LATAM,Tipitapa,Nicaragua,0.200000003,5,299.9500122,Central America,Managua,Perfect Fitness Perfect Rip Deck,First Class,2015,1
1689,PAYMENT,1,Indoor/Outdoor Games,Martinez,EE. UU.,Corporate,CA,Fan Shop,LATAM,Tipitapa,Nicaragua,0.129999995,3,149.9400024,Central America,Managua,O'Brien Men's Neoprene Life Vest,First Class,2015,1
1690,TRANSFER,1,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Tipitapa,Nicaragua,0.059999999,2,119.9800034,Central America,Managua,Perfect Fitness Perfect Rip Deck,First Class,2015,1
1691,PAYMENT,1,Water Sports,Massillon,EE. UU.,Consumer,OH,Fan Shop,LATAM,Fresnillo de González Echeverría,México,0.180000007,1,199.9900055,Central America,Zacatecas,Pelican Sunstream 100 Kayak,First Class,2015,1
1692,PAYMENT,1,Cleats,Brooklyn,EE. UU.,Corporate,NY,Apparel,LATAM,Fresnillo de González Echeverría,México,0.119999997,3,179.9700012,Central America,Zacatecas,Perfect Fitness Perfect Rip Deck,First Class,2015,1
1693,PAYMENT,1,Camping & Hiking,Brooklyn,EE. UU.,Corporate,NY,Fan Shop,LATAM,Fresnillo de González Echeverría,México,0.180000007,1,299.980011,Central America,Zacatecas,Diamondback Women's Serene Classic Comfort Bi,First Class,2015,1
1694,PAYMENT,1,Indoor/Outdoor Games,Brooklyn,EE. UU.,Corporate,NY,Fan Shop,LATAM,Fresnillo de González Echeverría,México,0.159999996,2,99.95999908,Central America,Zacatecas,O'Brien Men's Neoprene Life Vest,First Class,2015,1
